skel,smi,chembl,pAct_exact,pAct_any,pred
FKADLGPKPHHCOZ,Cc1cn(-c2ccc(NC(=O)c3ccc(C)c(Nc4cc(-c5cccnc5)ccn4)c3)cc2C(F)(F)F)cn1,,,6.0,0.8746025
XSULWBOSFQDHJI,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4cc(-c5ccc(F)nc5)ccn4)c3)cc(C(F)(F)F)c2)cn1,,,6.0,0.9921285
YUNIOIXEAMKSKU,COc1ccc(-c2cc(NC(=O)c3ccc(C)c(Nc4cc(-c5ccc(OC)nc5)ccn4)c3)cc(C(F)(F)F)c2)cc1,,,6.0,0.8612263
GJRYEJIIPXFMIG,COc1ccc(-c2ccnc(Nc3cc(C(=O)Nc4cc(-n5cnc(C)c5)cc(C(F)(F)F)c4)ccc3C)c2)cn1,,,6.0,0.99744785
RKNHIXKKSWPAQH,CC(NC(=O)c1ccc(C2CC2)c(-c2ccc3nc(Nc4cnn(C5CC5)c4)ncc3c2)c1)c1cccc(C(F)(F)F)c1,,,6.0,0.9034558
XIQQPHOWVZOQQP,CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CCN(C)CC5)cc4)c3)ccc12,,,6.0,0.13365105
PTVZYXIUVSBOGP,CC(NC(=O)c1cccc(C(F)(F)F)c1)c1ccc(C2CC2)c(-c2ccc3nc(Nc4cnn(C5CC5)c4)ncc3c2)c1,,,6.0,0.88784564
YRXJPNNOYXAWGZ,CCc1ccc(C(C)NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3cnn(C)c3)ncc2c1,,,6.0,0.99893564
ZQSZVECJMJELSV,Cc1ccc(CCCCN2C(=O)N[C@H](Cc3c[nH]c4c(Cl)cccc34)C2=O)cc1C#Cc1cnc2cccnn12,,,6.0,0.48210573
ZMYXCQOKPQVAIY,C=CC(=O)N1CC[C@H](n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,,,6.0,0.06736692
PZONUQMAOPGZCA,CCC(NC(=O)c1ccc(C2CC2)c(-c2ccc3nc(Nc4cnn(C5CC5)c4)ncc3c2)c1)c1cccc(C(F)(F)F)c1,,,6.0,0.9155608
UQVAOELSLJXOMB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1n1ccc2cnc3[nH]ccc3c21,,,6.0,0.016789733
PFZVRMSUBHGEID,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1n1ccc2cnc3[nH]cc(C#N)c3c21,,,6.0,0.029316403
NWCVGFXDQDGLSM,Cc1c(C#Cc2cnc3cnc(-c4ccncc4)cn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.9942808
QHQMDSZRYFYEDL,Cc1ccc(C#Cc2cnc3cnccn23)cc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.7908712
KBLPHMRCKHFBJB,C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2,CHEMBL215803,,6.0,0.0018281605
KDFREDAEEQQCFD,Cc1c(C#Cc2cnc3cnc(-c4ccc(N)cc4)cn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(C)C)c1,,,6.0,0.9766009
WHPGNGKXSZTMOD,Cc1cc(CN2CCN(C)CC2)cc(NC(=O)c2cccc(C#Cc3cnc4cnc(-c5ccc(N)cc5)cn34)c2C)c1,,,6.0,0.99090755
GLRHZMRFCNDDIZ,CCc1cc(CN2CCN(C)CC2)cc(NC(=O)c2cccc(C#Cc3cnc4cnc(-c5ccc(N)cc5)cn34)c2C)c1,,,6.0,0.9817822
KSVGVUZJQAEMMJ,CCc1c(C#Cc2cnc3cnccn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.7711954
BDVGHJLTQZVVPA,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl,CHEMBL3357439,,6.0,0.026353855
YBOZIGGANROIBK,CCCc1c(C#Cc2cnc3cnccn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.68790454
XRPCAAGDYPEUIE,CN1CCN(Cc2cc(NC(=O)c3cccc(C#Cc4cnc5cnccn45)c3Cl)cc(C(F)(F)F)c2)CC1,,,6.0,0.743373
QESFWVGTAWQADH,Cc1c(C#Cc2cnc3cnccn23)cccc1C(=O)Nc1cc(CN2CCN(C)CC2)cc(C(F)(F)F)c1,,,6.0,0.9115983
BGPKIRZIIRONDF,CNc1nccc(-c2cc(C(N)=O)c(-c3cc(Cl)ccc3C)[nH]2)n1,,5.995678626217358,5.995678626217358,0.9994649
PEGUNCMCAMMUQF,Cc1c(C(=O)NCCN2CCOCC2)oc2ccc(Br)cc12,,5.989276134608227,5.989276134608227,0.16080454
OVTSFQUFYKJILE,COc1cccc(-c2cn(C3CCN(CCO)CC3)c3ncnc(N)c23)c1,CHEMBL169200,5.987162775294828,5.987162775294828,0.84005386
RIDOCYIHPUSNKT,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1cccc(Br)c1,CHEMBL2408502,5.982966660701219,5.982966660701219,0.49600992
FABAZRUETFVIAC,CS(=O)(=O)Nc1ccc(-c2ccc3c(c2)C(=O)Nc2cc(OC(F)(F)F)ccc2N3)cc1,,5.979224511806442,5.979224511806442,0.1685317
YUOFEULCLXLTEL,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3ccc(CN4CCOCC4)s3)cc21,,5.979224511806442,5.979224511806442,0.18511665
CRNMRKUVIVTISX,Cc1ccc(NC(=O)c2ccc(N=NN(C)CO)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL230286,5.975925012692573,5.975925012692573,0.36204296
JSXXDWHFXXQDDJ,CSc1nc(Nc2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1,CHEMBL1836680,5.97061622231479,5.97061622231479,0.8239221
GVDYJBFFYVHNPA,Cc1ccc(C(F)(F)F)cc1COc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1,,5.9694002780340485,5.9694002780340485,0.1507349
XASOHFCUIQARJT,COc1cc(-c2cnc3cc(OCCN4CCOCC4)ccn23)cc2c1C(=O)N(CC(F)(F)F)CC2,,5.960585880823863,5.960585880823863,0.40804294
NZNWQGUJOLVDKY,CSc1cccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,CHEMBL1923082,5.958607314841775,5.958607314841775,0.6966116
MYHOUKHXSVKHBA,CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)n[nH]2)cc1,CHEMBL398606,5.958607314841775,5.958607314841775,0.43551984
IVXPIHCWBHLFEM,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,,5.958607314841775,5.958607314841775,0.9895942
RTPCKRIWAHHMNW,Clc1ccc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)cc1Cl,CHEMBL2397808,5.958607314841775,5.958607314841775,0.9975043
YSPCRHYYNGWCFO,COc1cc(N(C(C)=O)c2c(C#N)cnc3cc(OCCCN4CCCCC4)c(OC)cc23)c(Cl)cc1Cl,,5.958607314841775,5.958607314841775,0.8359227
PIUKQSMOYIMGDG,COc1ccc(C(=O)Nc2ccc(OCCN3CCCCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL2375975,5.954677021213342,5.954677021213342,0.61982346
LLEOOSLUHRQCHZ,C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,CHEMBL2042135,5.954677021213342,5.954677021213342,0.5858446
PMKFHRVILXSTGE,CN1CCN(c2ccc(C(=O)Nc3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc2C(F)(F)F)CC1,,6.385902515018325,6.385902515018325,0.993701
LZUARXIUSHWAEA,Cc1ccc(NC(=O)c2cn(CCNS(=O)(=O)c3ccc(F)cc3C)nn2)cc1Nc1nccc(-c2cccnc2)n1,,5.950781977329818,5.950781977329818,0.10535133
PXYRSVLRSRKBJF,Cc1nc(NCCN2CCOCC2)cc(Nc2ccc(OC(F)(F)F)cc2)n1,CHEMBL1258584,,,0.9760181
LQGLAHQQQCWHMB,CC(C)(C)c1ccc(S(=O)(=O)N2CCN(c3nc(N4CCOCC4)ncc3Br)CC2)cc1,CHEMBL3953140,5.939302159646388,5.939302159646388,0.00034153883
FOJGRLUYLZGTIX,CC(C)COc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1,CHEMBL2070057,5.938170692705301,5.938170692705301,0.3648863
KUUXVOYNXWNWMP,Cc1c(F)cncc1-c1cnc2nc(NC(=O)C3CC3)sc2c1,,5.93704216591549,5.93704216591549,0.9995443
DUPLFQNVORQYIK,CC(C)(C)c1ccc(C(=O)N2CCN(C(=O)c3ccc(-c4ccccn4)cc3)CC2)cc1,CHEMBL3613489,5.93704216591549,5.93704216591549,0.12814303
GVKBXQCBZYQLPF,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3cccc(-c4ccn[nH]4)c3)cc21,,5.929223537156565,5.929223537156565,0.09865978
AZLPWMNKWZQGER,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3cnc4ccnn4c3)cc21,,5.929223537156565,5.929223537156565,0.04172415
APVUXQWBLJPBDC,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3ccc4[nH]ncc4c3)cc21,,5.929223537156565,5.929223537156565,0.081971645
LIDKCGAEWPHGIG,CCn1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2n1,CHEMBL1258696,,,0.74561006
VKMLXLHRFKTEPP,C[C@@H](NC(=O)CCCCCC(=O)Nc1cccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)c1)c1ccco1,CHEMBL3617740,5.920818753952375,5.920818753952375,0.93814886
UJBJWYNPUOLFIZ,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,CHEMBL2006765,5.920818753952375,5.920818753952375,0.0639212
AUOSKLDNVNGKRR,COc1cc(Nc2ccnc3ccc(Br)cc23)cc(OC)c1OC,,5.920818753952375,5.920818753952375,0.043559168
ZWUHAYMICLJFRN,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CHEMBL294420,5.602407705158788,5.602407705158788,0.0041297437
LVVKADMQGHJKID,CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC1CCCCC1)C(N)=O,CHEMBL294692,5.887345359137068,5.887345359137068,0.0035569712
IMBPFCCEWUQKON,Clc1ccc(C(Cl)Cn2ncc3c(NCc4ccccn4)ncnc32)cc1,CHEMBL1775045,5.920818753952375,5.920818753952375,0.9046869
QFADNOVKNDFOQL,CCCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,CHEMBL40798,5.920818753952375,5.920818753952375,0.995758
FKNLUDCMGXLVRV,CC(Oc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1)c1ccccc1,,5.910094888560602,5.910094888560602,0.22730598
HRCITRRSKGUPIX,Cc1nc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cs1,CHEMBL1258128,,,0.9826147
DSWQEAACFYNCFH,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)Nc1cc(Br)ccn1,CHEMBL2408495,5.910094888560602,5.910094888560602,0.63361406
VMDSEGVHBGMEJV,FC(F)(F)c1ccc(Nc2cc(-c3ccncc3)ncn2)cn1,CHEMBL1257192,,,0.033448104
AOUJYKTVAHPJSB,CC(=O)N[C@@H](C)C(=O)NC1=NN(c2ccc(Cl)c(Cl)c2)CC1,,5.849972501669184,5.849972501669184,0.98802364
JDMACDSDZWBSHO,COc1ccc(CSc2nnc(NC(=O)c3ccccc3Cl)s2)cc1,,5.8996294548824375,5.8996294548824375,0.9926087
LJILKVWBNWUJMO,ClC(Cn1ncc2c(NCc3cccc(Br)c3)ncnc21)c1ccc(Br)cc1,CHEMBL2397814,5.898252926053634,5.898252926053634,0.98724246
YHMLMIWKVKHAPH,CC(C)n1nc(-c2ccc3cc(OCc4cc(F)cc(Cl)c4)ccc3c2)c2c(N)ncnc21,,5.8972233851165585,5.8972233851165585,0.36835942
HRLKAZKFNKBLJC,FC(F)(F)c1ccc(Nc2cc(-c3ccncc3)ncn2)cc1,CHEMBL1258927,,,0.12877405
IVPXLYURCHEJMH,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3cccc(OCCO)n3)cc21,,5.892790030352131,5.892790030352131,0.06800378
ILWOIMOKLTUADE,CCCCn1c(-c2ccc(F)cc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,CHEMBL2333595,5.892111974817201,5.892111974817201,0.7981535
VKLJXWNPKZRZMV,N#Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,CHEMBL58580,5.888070392334685,5.888070392334685,0.23672238
SLBMNZPBYUAWPO,O=C(Nc1nnc(CCc2ccccc2)s1)c1ccccc1I,CHEMBL207986,5.886056647693163,5.886056647693163,0.75529647
KHJDQKZFRSJLLK,Cc1cn(-c2cc(Cl)cc(NC(=O)c3ccc(C)c(Nc4nc(-c5cccnc5)cs4)c3)c2)cn1,CHEMBL1760373,5.886056647693163,5.886056647693163,0.8598973
BORBQIBMVCBFML,FC(F)(F)Oc1ccc(Nc2ncnc3n[nH]cc23)cc1,CHEMBL1258694,,,0.5732926
QYAVEZQWLBMXAD,ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccc(Br)cc1,CHEMBL2397803,5.883392256011752,5.883392256011752,0.9750484
NFYDBBVZKANMEX,Cc1cc(Nc2ncc(C)c(N3CC4CCC(C3)N4CC#N)n2)sn1,,5.881404634776238,5.881404634776238,0.015192088
BCXYVVILJPQKQT,OCCn1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2n1,CHEMBL1258695,,,0.5441177
SDTRCSUGRYAYDP,C=CC(=O)N(c1ccc(Cl)cc1Cl)c1c(C#N)cnc2cc(OC)c(OC)cc12,,5.876148359032914,5.876148359032914,0.8207536
OKFAZZUSWJWRJN,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5c(c4)OCO5)n[nH]3)cc2)CC1,,5.872895201635193,5.872895201635193,0.36900902
WQHXIMCGFHBRFN,O=C(c1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2s1)N1CCN(N2CCCC2)CC1,CHEMBL1257541,,,0.14024322
NLUXZSOVIDDONO,Nc1n[nH]c2cccc(-c3ccc(C(=O)NCCNC(=O)c4ccc(F)cc4)cc3)c12,,5.141933611245996,5.141933611245996,0.05041239
WRJUIWPLARWCGQ,Cc1c2ccc(Nc3ccnc(Nc4ccc(S(N)(=O)=O)cc4)n3)cc2nn1C,,5.8696662315049934,5.8696662315049934,0.8014867
NEQDGTDAHJJBSO,Cc1ccc(N(C)C(=O)c2cccc(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,,5.865822892423234,5.583426444043607,0.20581482
ZXPUKEPQYKBOHH,Cc1cn(-c2cc(NC(=O)c3ccc4c(c3)C[C@H](N(C)c3cncnc3)C4)cc(C(F)(F)F)c2)cn1,,5.86359655186601,5.86359655186601,0.62986076
IJJBQXDUBAQHKQ,Cc1ccc(NC(=O)c2ccc(CN3CCN(CCF)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL3098616,5.860750782428393,5.860750782428393,0.6156411
BRGBOWSGAPUBAY,CN(CCc1ccccc1)C(=O)c1ccc(NC(=O)Cc2ccc(NC(=O)C3CCN(C(=O)C4CCCC4)CC3)cc2)cc1,,5.860750782428393,5.860750782428393,0.0034786223
KWSSMBHDMXPYIA,CCNC(=O)Nc1nc2cc(-c3cccnc3)ccc2[nH]1,,5.857923538926715,5.857923538926715,0.7233308
XZWVDSXWDSIELQ,CSc1nc(N2CCCC2)c2cnn(CC(Br)c3ccccc3)c2n1,CHEMBL507594,5.853871964321762,5.853871964321762,0.5568906
YZMSNPZCAJEYHF,COc1cccc(-c2cn(C3CCNC3)c3ncnc(N)c23)c1,CHEMBL169519,5.853871964321762,5.853871964321762,0.7286343
OVSRLXBMVMWIKH,COc1ccc2nc(NC(=O)CCc3nc(C4=CCN(C)CC4)no3)sc2c1,,5.8523236757589014,5.8523236757589014,0.88983464
WDXINODUFAPVKM,CC(C)n1nc(C#Cc2cccc(F)c2)c2c(N)ncnc21,,5.83720112356999,5.83720112356999,0.89745635
GXIBVDBBEJEVPC,Fc1cccc(Nc2ncnc3c2cnn3CC(Cl)c2ccccc2)c1,CHEMBL2397800,5.841637507904751,5.841637507904751,0.9793336
ABIOEYXBRUITSN,Cc1cn(-c2cc(C(=O)Nc3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc(C(F)(F)F)c2)cn1,,6.832773124424534,6.832773124424534,0.99824786
MEVIRVZMVJSOHO,O=C(c1cc(Cl)c(Cl)c(Cl)n1)N1CCN(c2nc(Cl)ncc2Br)CC1,CHEMBL3954069,5.841637507904751,5.841637507904751,0.014397403
LMOZLVRHOZSGAO,O=C(c1ccc(-c2cc(Nc3ccc(F)cc3)ncn2)cc1)N1CCN(C(=O)c2cccc(C(F)(F)F)c2)CC1,,5.841637507904751,5.841637507904751,0.15648916
UXTOZLJAEISZOJ,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)c1cc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc2s1,CHEMBL1256107,,,0.95700926
PVSZILJUJHCSJB,CCOC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1CSc1nc(-c2ccccc2)c(C#N)c(=O)[nH]1,,5.838332587562264,5.838332587562264,0.76132363
VPATYCSPMLXMIW,C[C@H](NC(=O)c1cccc(-c2cncc(C(=O)NC3CC3)c2)c1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,,5.470942691078809,5.470942691078809,0.9998658
RAZQMHOATYACAV,CCNC(=O)Nc1nc2ccc(-c3ccccc3Oc3ccccc3)cc2[nH]1,,5.830031826003108,5.830031826003108,0.9619392
SCLMNCGKQRDXNW,Nc1n[nH]c2cccc(C#Cc3cccc(C(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)c12,,6.280112670193564,6.280112670193564,0.74798346
XYFFLZBVVHJTSP,O=C1Nc2cc(OC(F)(F)F)ccc2Sc2ccc(-c3ccnc(N4CCOCC4)c3)cc21,,5.82915179635669,5.82915179635669,0.087207906
GDGRRDMNAXWFDD,Nc1c2c(=O)[nH]c(-c3ccccc3)cc2nn1-c1ccccc1,CHEMBL1813790,5.823908740944319,5.823908740944319,0.12304574
WCXVZXSLSCQTGU,CCOc1cc(Nc2c(C#N)cnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,,5.823908740944319,5.823908740944319,0.9816212
VXQQMISKEQNIMY,CCOCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1,CHEMBL291273,5.823908740944319,5.823908740944319,0.9905537
HSXXEDHFRWHJOH,Nc1n[nH]c2cccc(-c3ccc(C(=O)N4CCN(C(=O)c5ccc(Br)cc5)CC4)cc3)c12,,5.485714373653732,5.485714373653732,0.25023904
CGQHLWDWBCMNQL,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(O)c(Sc3nnc[nH]3)c2)cc1,CHEMBL2436727,5.823908740944319,5.823908740944319,0.0006603902
YHOADCPKDIDCGW,Cc1cc(NC(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)ncc1Br,CHEMBL2408496,5.815308569182402,5.815308569182402,0.58864176
OGYAOIRZEOKQGD,COc1ccc(S(=O)(=O)Nc2cc(Sc3ncnc4nc[nH]c34)c(O)c3ccccc23)cc1OC,CHEMBL3113284,5.815308569182402,5.815308569182402,0.0011933094
CUZYXYIPRMNGRR,O=C(Cc1ccc(NC(=O)C2CCN(C(=O)C3CCCC3)CC2)cc1)Nc1ccc(C(=O)N2CCOCC2)cc1,,5.813608784304507,5.813608784304507,0.011531693
JEANNGHDTAWDLE,O=C1Nc2cc(OC(F)(F)F)ccc2Oc2ccc(-c3ccnc(OCCO)c3)cc21,,5.809668301829708,5.809668301829708,0.045270298
ZZHVSXAXUYZGQM,N#CCC(=O)Nc1ccn(-c2ccc(Cl)c(Cl)c2)n1,,5.699975549190536,5.699975549190536,0.40761083
CCXHNQKXOCPCFZ,N#CCC(=O)Nc1csc(-c2ccc(Cl)c(Cl)c2)n1,,6.349800094164333,6.349800094164333,0.40641809
LXWRBNVDMIBRQV,Cn1ccc2cc(-c3nn(C(C)(C)C)c4ncnc(N)c34)ccc21,CHEMBL2069951,5.798876102792621,5.798876102792621,0.8838832
MJOCJDMQRCJQJF,CCOc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1,CHEMBL2070048CHEMBL1785021,5.769551078621726,5.769551078621726,0.3214772
QPFJPSMUHTYLAF,CC[C@H](NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(C)=O)C(=O)N(C)CCCC1CCCCC1,CHEMBL298813,5.596910013008056,5.596910013008056,0.03520062
JKEOLUJTQXIYQJ,Fc1ccc(C(Cl)Cn2ncc3c(NCc4ccncc4)ncnc32)cc1,CHEMBL1775047,5.795880017344075,5.795880017344075,0.80563736
GJNWPXMEFQRJIZ,Nc1n[nH]c2cccc(C#Cc3cccc(C(=O)Nc4ccc(CN5CCOCC5)c(C(F)(F)F)c4)c3)c12,,6.252245175948295,6.252245175948295,0.99832076
BXKGOZLXSUGMSZ,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc(N3CCCCC3)nc2)nn1,CHEMBL2177640,5.78807891569149,5.78807891569149,0.9997899
QEWJRTUCCOIWLO,CN1CCN(Cc2cc(NC(=O)c3cccc(C#Cc4cccc5[nH]nc(N)c45)c3)cc(C(F)(F)F)c2)CC1,,6.515303693665602,6.515303693665602,0.4711852
UBQQBKZGACTEJP,Cc1cccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)c1,CHEMBL2069941,5.786216700664696,5.786216700664696,0.9463034
CFHDEGOBPJUESQ,O=C(Nc1ncc(-c2ccc(F)cc2)s1)c1cccs1,CHEMBL476514,5.783570169123749,5.783570169123749,0.6451071
GNFYFIBMOWINMR,FC(F)(F)Oc1ccc(Nc2cc(-n3ccnc3)ncn2)cc1,CHEMBL1258581,,,0.90312034
RUFIBBKFWQVWBE,O=C1Nc2cc(OCCC(F)(F)F)ccc2Oc2ccc(-c3ccnc(N4CCOCC4)c3)cc21,,5.779107750780481,5.779107750780481,0.2232512
SFRZEEVUXFQLJG,CNC[C@@H]1CC1C(=O)Nc1nc2ccc(-c3cncc(F)c3C)cc2s1,,5.778846678045295,5.778846678045295,0.99926
CQUGUAYZDBOGML,N#CC12CCCCC1CC1CCCCC1(C#N)N2Cc1cccnc1,,5.774949303861951,5.774949303861951,1.2325262e-06
KKXDIDTZXUDGDY,CCCCOc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1,CHEMBL2070060,5.774690718274137,5.774690718274137,0.43087327
PDPAWCAMOVBKSG,Cc1ccc(S(=O)(=O)N2CCN(c3nc(N4CCOCC4)ncc3Br)CC2)c(C)c1,CHEMBL3944423,5.772113295386326,5.772113295386326,0.00044524047
CDYRTKATRGHFFA,FC(F)(F)Oc1ccc(Nc2ncnc3nn(Cc4cccnc4)cc23)cc1,CHEMBL1257194,,,0.71177447
XYDDYEATSKZMBM,CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CCCC1CCCCC1,CHEMBL58478,5.723665891943903,5.723665891943903,0.016397586
DNZYOZKYEXTOPJ,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,CHEMBL1630118,5.769551078621726,5.769551078621726,0.15366104
LHCIBQLPMCBTDW,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(C(C)C)nc4-c4cccc(NS(=O)(=O)c5cccc(Cl)c5)c4)n3)cn2)CC1,,6.395913736666439,6.395913736666439,0.028248474
RYTHFKJTOHUIJB,Cc1ccc(C)c(COc2ccc3cc(-c4nn(C(C)C)c5ncnc(N)c45)ccc3c2)c1,,5.769295686387431,5.769295686387431,0.07906316
HVYNAGNDGYDQLT,CN1C(=O)/C(=C/c2ccc(/C=C/C(=O)NCc3ccncc3)s2)Oc2ccccc21,CHEMBL461777,5.7544873321858505,5.7544873321858505,0.016368309
PYEQRYTVMCYLNY,CC(C)n1nc(-c2ccc3cc(OCc4ccc(CC(F)(F)F)c(Cl)c4)ccc3c2)c2c(N)ncnc21,,5.74521031260279,5.74521031260279,0.7372884
HARWPDFZIKWEJT,FC(F)(F)Oc1ccc(Nc2cc(N3CCOCC3)ncn2)cc1,CHEMBL1258472,,,0.95142645
YAOFOVYWIFNOKW,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCCCN1CCOCC1,CHEMBL248221,5.7447274948966935,5.7447274948966935,0.4596304
OWLHVXVPQWFVKL,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OCCCc1cccnc1,CHEMBL248222,5.7447274948966935,5.7447274948966935,0.7368589
FOSUHZNVGWOSJD,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,CHEMBL413629,5.3071968632008435,5.3071968632008435,0.072296426
CMBWCUKJTFCGST,FC(F)(F)c1cc(CNc2ncnc3c2cnn3CC(Cl)c2ccc(Br)cc2)cc(C(F)(F)F)c1,CHEMBL2397816,5.7423214251308154,5.7423214251308154,0.9773218
XGAYALCZXPVWQM,CCc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1C,,5.741602195904491,5.741602195904491,0.9903196
XUNKRLKCJXEWLI,Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL327907,5.739928612014925,5.739928612014925,0.8056205
ISYYQVFVJNYTJG,CN(C)c1cccc(C(=O)N2CCN(C(=O)c3ccc(-c4nccs4)cc3)CC2)c1,CHEMBL3613512,5.735890843694191,5.735890843694191,0.08101336
JWESOKVATHOIMI,CCOC(=O)CCCCC(=O)c1[nH]c(=O)[nH]c1Cn1cnc2ccccc21,,5.73118809626022,5.73118809626022,0.80611336
LKSDTUSIVJELJD,CSc1nc(NCc2ccc(F)cc2)c2cnn(CC(C)c3ccccc3)c2n1,CHEMBL1836676,5.730487055782084,5.730487055782084,0.7813834
