skel,smi,chembl,pAct_exact,pAct_any,pred
MZZHWLGNNSXFGA,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1coc2ccccc12,,,6.0,0.9052784
SNHZVLJGXHTEHS,Cc1cc2c(cc1Nc1nc(-c3ccncc3)cs1)nc(-c1cccc(F)c1)n2C,,,,0.6250278
UBUOVKCTWJHRPV,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1nnc2ccccn12,,,6.0,0.9572258
QRDAYXVAEWHKGH,Cc1cc2c(cc1Nc1nc(-c3ccncc3)cs1)nc(-c1cc(F)cc(C(F)(F)F)c1)n2C,,,,0.35179275
SIKSNANBUKZKJG,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1nnn2ccccc12,,,6.0,0.95803696
NPKVPEPZTJHYSG,Cc1cc2c(cc1Nc1nc(-c3cccnc3)cs1)nc(-c1cc(F)cc(C(F)(F)F)c1)n2C,,,,0.41703537
XWEVZEQSPXSJFO,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2ncccc12,,,6.0,0.91531503
KJLXCOHIBDOKHP,Cc1cc2c(cc1Nc1nc(-c3cccnc3)cs1)nc(-c1cccc(C(C)(C)C)c1)n2C,,,,0.58551997
MKZXYXUXDCNJRL,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1csc2cncnc12,,,6.0,0.9354472
HTMKGMWGEDGQCP,C#Cc1cccc(-c2nc3cc(Nc4nc(-c5cccnc5)cs4)c(C)cc3n2C)c1,,,,0.6109957
BLFGJPXSAUFTRH,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2cccnn12,,,6.0,0.94218314
DFCVBNFAXUROMK,Cc1cc2c(cc1Nc1nc(-c3ccncc3)cs1)nc(-c1cccc(C(C)C)c1)n2C,,,,0.45654893
JAXASASJXXLUQO,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cncn1-c1ccccc1,,,6.0,0.9241021
WXJJCDDYMJSHIM,Cc1cc2c(cc1Nc1nc(-c3ccncc3)cs1)nc(-c1cccc(C(C)(C)C)c1)n2C,,,,0.4846785
DXADCJXRWSSKGJ,Cc1cc2[nH]c(-c3cc(F)cc(C(F)(F)F)c3)nc2cc1Nc1nc(-c2ccncc2)cs1,,,,0.8837249
UMDSKRLTGOKFSR,Cc1cc2[nH]c(-c3cccc(C(C)C)c3)nc2cc1Nc1nc(-c2ccncc2)cs1,,,,0.9337904
NHFLCOYEOVESBR,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ncccc2c1,,,6.0,0.95532995
XIYNLSVFGUCJHV,C#Cc1cccc(-c2nc3cc(Nc4nc(-c5cccnc5)cs4)c(C)cc3[nH]2)c1,,,,0.9604302
ZUBVKRXPQXGAHA,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2sccc2c1,,,6.0,0.9786012
RNOKZSWLVVEYKR,Cc1cc2c(cc1Nc1nc(-c3cccnc3)cs1)nc(-c1cccc(C(C)C)c1)n2C,,,,0.56260973
IDLQHSPILCLBNQ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1ccnc2ccnn12,,,6.0,0.90912765
SGDPMUFTWOAYGX,Cc1cc2[nH]c(-c3cccc(C(C)(C)C)c3)nc2cc1Nc1nc(-c2cccnc2)cs1,,,,0.9674919
BDVGHJLTQZVVPA,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(NC(=O)CN)c2)ncc1Cl,CHEMBL3357439,,6.0,0.043940753
PXCLADHUDYXHFX,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1ccnc2ccccc12,,,6.0,0.8731701
WMJVMRCUZSQIGP,Cc1cc2c(cc1Nc1nc(-c3ccc(C#N)cc3)cs1)nc(-c1cc(F)cc(C(F)(F)F)c1)n2C,,,,0.4251906
VCXSHMIBGZLHAX,Cc1cc2[nH]c(-c3cccc(C(C)C)c3)nc2cc1Nc1nc(-c2ccc(C#N)cc2)cs1,,,,0.901565
PGOCGLZVPLYWEA,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ncccn12,,,6.0,0.9194735
ZCDHVBDCNMCOLP,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)CC4CCN(C)CC4)cc3)ncnc2c1,,,6.0,0.5866858
FWWSUAHDGWATAI,Cc1cc2c(cc1Nc1nc(-c3ccc(C#N)cc3)cs1)nc(-c1cccc(C(C)(C)C)c1)n2C,,,,0.6381198
LPRQDMFDYUXVRX,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cn(-c2ccccc2)nn1,,,6.0,0.94996476
AOBDHIAEQDNQGZ,C#Cc1cccc(-c2nc3cc(Nc4nc(-c5ccc(C#N)cc5)cs4)c(C)cc3[nH]2)c1,,,,0.9076052
HJOAUZONLDFDSK,Cc1cc2c(cc1Nc1nc(-c3ccc(C#N)cc3)cs1)nc(-c1cccc(C(C)C)c1)n2C,,,,0.5825685
UOLBSDJWLVJXES,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cn2ccsc2n1,,,6.0,0.97334754
LNJBYNIEJSQJSO,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)CC(=O)NCCN4CCOCC4)cc3)ncnc2c1,,,6.0,0.9280735
WWGSFMKWMJWOFC,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2c(c1)N=CC2,,,6.0,0.8524621
IRZYGJVTOHTDLQ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2c(c1)ncn2C(=O)C(C)C,,,6.0,0.9608433
TUSBIBFRQJVAQO,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ccncc2c1,,,6.0,0.9692012
ILEUXWIRBYBYDH,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ccccc2n1,,,6.0,0.96028215
XGUOFMDFBLXCEA,CN(C)CCOc1cc(F)c2c(Nc3ccc(NC(=O)NCCC(C)(C)C#N)cc3)ncnc2c1,,,6.0,0.5750669
CYSMUJLJWZMGCI,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)CC(=O)NCCN(C)C)cc3)ncnc2c1,,,6.0,0.9527371
FSYLDKUOJFCPGD,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2cnccc2c1,,,6.0,0.9703214
NGCOQINCRPCIRI,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2ccccc2Cl)c1,,,6.0,0.9917508
HYOHNNXEDWDAEA,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2ccccc2)[nH]1,,,6.0,0.97408706
BXXJCZYJRBGBIC,Cc1cc2[nH]c(-c3cccc(C(C)(C)C)c3)nc2cc1Nc1nc(-c2ccncc2)cs1,,,,0.9543202
XKZQZMSAWVDRSP,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,CHEMBL1090360,,6.0,0.9145895
GJLYYKMRJXDSJG,Cc1cc2[nH]c(-c3cccc(C(C)(C)C)c3)nc2cc1Nc1nc(-c2ccc(C#N)cc2)cs1,,,,0.9209393
ZSBFAEIPFMSLMS,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2cc(Cl)c(Br)cc12,,,6.0,0.9814525
LZEPVRBVQZCGNF,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cn(-c2ccccc2)nc1C,,,6.0,0.9764305
IDJWMYISJOZOLR,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ncsc2c1,,,6.0,0.9657033
SRXKDLOEQKQEAN,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2ccc(Cl)cc2)c1,,,6.0,0.9471444
JJZNUTXUWQIJGR,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)NCCC(C)(C)C#N)cc3F)ncnc2c1,,,6.0,0.7685068
XWVZJSNWFWMKDU,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2cn[nH]c2c1,,,6.0,0.9794677
PDXNZFYSXDROPV,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2cnn(C(=O)C(C)C)c2c1,,,6.0,0.9501553
XBEVDWVDFIIRNZ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2nccn2c1,,,6.0,0.94335806
HFRAHYHGTGTXKK,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2ccnn2c1,,,6.0,0.9584893
OEGMFVVRCHZIFC,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)C4(C(=O)N(C)CC(C)C)CC4)cc3)ncnc2c1,,,6.0,0.96480435
LRWZACSKNQGYHL,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2ccccc2)c1C,,,6.0,0.9730472
IHAVJTFSJLCZIU,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cn2ncsc2n1,,,6.0,0.97587913
RBCIQLJBELJZGP,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc2n1C(Cc1ccccc1)c1ccccc1-2,,,6.0,0.9431504
XMMHOTKUMFNYLD,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2cccc(Br)c2)c1,,,6.0,0.99176687
LMPFPYKUQVKZSG,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2ccccc2)n1,,,6.0,0.9656317
GLIJNRZUGWDCMP,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2cccc(Cl)c2)c1,,,6.0,0.9887123
JMRSUMPXVCGQPZ,COc1ccccc1-c1ncc(C(=O)Nc2cc(-c3noc([C@H]4C[C@@H]4F)n3)ccc2C)[nH]1,,,6.0,0.97683495
ARIMYMMFWAJBRJ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2ccc(C(=O)N3CCCCC3)cc12,,,6.0,0.6715986
YKYBTTLHTGXRKS,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)n1c(=O)[nH]c2ccccc21,,,6.0,0.95515394
YPFVUKGKZSZJIZ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn(-c2cccc(NC(=O)OC(C)(C)C)c2)c1,,,6.0,0.9523991
WVGQFWRZBUTTRJ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2cc(C#N)ccc12,,,6.0,0.93656784
RZTGGKPEYBEMGH,COCCOc1cc(F)c2c(Nc3ccc(NC(=O)C(=O)NC(C)(C)C)cc3)ncnc2c1,,,6.0,0.825972
QXWJFVIVMPFYNJ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2cc(-c3cnnn3CC(F)(F)F)ccc12,,,6.0,0.95622617
PLBMHECZSAHAMZ,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2cc(Cl)c(-c3c(C)nn(CC(C)(C)O)c3C)cc12,,,6.0,0.9475184
HQYHRDXUOLPOSW,CC(C)(F)CCNC(=O)Nc1ccc(Nc2ncnc3cc(O[C@@H]4CCOC4)cc(F)c23)cc1,,,7.0,0.19978517
MQDFIHDJNNHVLI,Cc1ccc(-c2noc(C3C[C@@H]3F)n2)cc1NC(=O)c1cnn2cc(F)c(-c3c(C)nn(C(F)F)c3C)cc12,,,6.0,0.98722017
WRRZNJDWQULVTC,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2cc(Cl)c(-c3c(C)nn(C(F)F)c3C)cc12,,,6.0,0.9728962
FLSREMHAGZQPCF,COCCOc1ccc2ncnc(Nc3ccc(NC(=O)CC(=O)NC(C)(C)C)cc3)c2c1F,,,6.0,0.8490749
FGJJAAFBTCGYJN,COCCOc1ccc2c(Nc3ccc(NC(=O)CC(=O)NCC(C)(C)C)cn3)ccnc2c1,,,6.0,0.93557835
DNPKYEGYXICBIC,COc1ccc(COc2ccc(Cc3ccnc4cc(OC)ccc34)cc2OC)cc1,,,6.0,0.08574374
BJMQAOASNAIEEC,Cc1n[nH]c(C(=O)Nc2cnc3[nH]ccc3c2)c1C,,5.259637310505756,5.629818655252878,4.5631222e-07
LOKYWESSMYIPST,COc1ccc(COc2ncc(Cc3ccnc4cc(OC)ccc34)cc2OC)nc1,,,6.0,0.1276058
YYFJXWVWFNDEQO,COc1ccc(COc2ncc(Cc3ccnc4cccnc34)cc2OC)nc1,,,6.0,0.1379454
VQCRKCWBVXXGJP,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnn2ccc(N3CC4(CCN4C(=O)OC(C)(C)C)C3)cc12,,,6.0,0.9695812
QTLSKAASRCRKSN,COc1cnc2c(Cc3cnc(OCc4ccc(OC(F)F)cn4)c(OC)c3)ccnc2c1,,,6.0,0.26958495
XRCSKUMFSBASQD,COc1cnc2c(Cc3cnc(OCc4ccc(C5CC5)cn4)c(OC)c3)ccnc2c1,,,6.0,0.30124056
DDSFKIFGAPZBSR,COc1cnc2c(Cc3cnc(OCc4cc5n(n4)CCC5)c(OC)c3)ccnc2c1,,,6.0,0.00056443765
VEOJWDIOGYOBBZ,COc1cnc2c(Cc3cnc(OCc4cc5n(n4)CCOC5)c(OC)c3)ccnc2c1,,,6.0,0.00028845624
MKGAGOCVKXZIHW,CCNS(=O)(=O)c1cccc(Nc2ncc(NC(=O)c3[nH]nc(C)c3C)cn2)c1,,5.259637310505756,5.629818655252878,0.021011025
TVLIMDOXMPEQRH,[2H]C([2H])([2H])Oc1cc(Cc2ccnc3cc(OC)cnc23)cnc1OCc1ccc(OC)cn1,,,6.0,0.6935603
SUEJESRVIGEHJW,[2H]C([2H])([2H])Oc1ccc(COc2ncc(Cc3ccnc4cc(OC)cnc34)cc2OC)nc1,,,6.0,0.834797
BKTCPWZDCPQGHN,[2H]C([2H])([2H])Oc1cnc2c(Cc3cnc(OCc4ccc(OC)cn4)c(OC)c3)ccnc2c1,,,6.0,0.7941454
RMOZJXHYTBVEFS,COc1cnc2c(Cc3cnc(OCc4ccc([C@H]5CC5(F)F)cn4)c(OC)c3)ccnc2c1,,,6.0,0.68338996
BEFVONVQJATKOC,COc1cnc2c(Cc3cnc(OCc4cc(C)n(C)n4)c(OC)c3)ccnc2c1,,,6.0,0.21830069
OKCDKESLNZVCFU,COc1cnc2c(Cc3cnc(OCc4cc(C(C)C)no4)c(OC)c3)ccnc2c1,,,6.0,0.14007048
YFODNCCYZLLKDI,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2ccnc(NC(=O)OC(C)(C)C)c2)o1,,,6.0,0.9261235
GESYJCWBWMLSQV,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2ccccc2N2CC3(COC3)C2)o1,,,6.0,0.9498726
JGEINCVVCAMCGY,COc1cnc2c(Cc3cnc(OCc4cnc5c(c4)OCCN5C)c(OC)c3)ccnc2c1,,,6.0,0.01635386
OIWURFFEZTWVEC,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2ccncc2)o1,,,6.0,0.94832104
DXSNABFFEGSUAM,COc1ccccc1-c1ncc(C(=O)Nc2cc(-c3noc([C@H]4C[C@@H]4F)n3)ccc2C)o1,,,6.0,0.9636084
QMMMQJXDSXJIFW,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2cccnc2)o1,,,6.0,0.9660561
JBCIHWMMLFETPZ,COc1cnc2c(Cc3cnc(OCc4cc(C)n(C5COC5)n4)c(OC)c3)ccnc2c1,,,6.0,0.00598775
QYKCXIWILPXEKC,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2ccc(NC(=O)OC(C)(C)C)nc2)o1,,,6.0,0.93782645
XXKRWIMASHZRGK,Cc1ccc(-c2noc([C@H]3C[C@@H]3F)n2)cc1NC(=O)c1cnc(-c2ccccn2)o1,,,6.0,0.96694726
DYTFCWLSZFELGG,COc1cnc2c(Cc3cnc(OCc4cc(C(C)C)n(C)n4)c(OC)c3)ccnc2c1,,,6.0,0.029490523
SPTOBYMWCCVNAY,COc1cnc2c(Cc3cnc(OCc4cc5n(n4)C[C@H](F)C5)c(OC)c3)ccnc2c1,,,6.0,0.00062183157
DEVPNNKKGPZYFO,COc1ccc(COc2ncc(Cc3ccnc4cc(N5CCN(C)CC5)cnc34)cc2OC)nc1,,,6.0,0.23257056
IKFKDNXBBFKWFD,CC(C)N(C)c1ccc([C@@H](C)CC(=O)c2ccc3c(c2)[nH]c(=O)n3C)cn1,,6.653647025549361,6.653647025549361,0.2921456
GCWJQZANTVFKSF,CCc1c(I)cccc1C(=O)Nc1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1,CHEMBL4087133,5.983384452442823,5.983384452442823,0.92867595
YPXWUKLQAUBCPF,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(NC(=O)c5ccc(N(C)C)cc5)c4F)c23)CC1,CHEMBL3622193,5.978810700930062,5.978810700930062,0.8033395
GXWLTJGZFHXMSX,Cc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,CHEMBL1940181,5.975925012692573,5.975925012692573,0.6058143
XNOPUGWJDVUCJD,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(NCCN3CCOCC3)nncc2c1,CHEMBL494270,5.974284616098659,5.974284616098659,0.48379374
XANMCBRIKIVXBI,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(O[C@@H](C)C(F)(F)F)nncc2c1,CHEMBL493708;CHEMBL493671,5.952308259593531,5.952308259593531,0.9207881
ZYSJQBKVRRFPQE,CN1CCN(c2cccc(C(=O)Nc3n[nH]c4cc(OCCOCc5ccccc5)ccc34)c2)CC1,,5.96738123914928,5.96738123914928,0.770903
UCUVIFYGOBXXKX,CNCc1cc(F)c(-c2cc3c(-c4cnn(C)c4)n[nH]c3cn2)c(F)c1,,5.96738123914928,5.96738123914928,0.0011301818
AZUGZDWCCRNTDK,CC(=O)N1CCc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2C1,,5.964970717797632,5.964970717797632,0.0643561
AXRCEOKUDYDWLF,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,CHEMBL300138,5.621301985603488,5.0,0.09864672
MMJWZGGVKOHMPQ,CNc1ncc2c(-c3ccc(N4CCNCC4)nc3)nn(CC3CCCC3)c2n1,,5.958607314841775,5.958607314841775,0.005587076
KRARTFXFXSHLCH,O=C(Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1)c1ccco1,CHEMBL247389,5.958607314841775,5.958607314841775,0.07520528
VFFKOUSSVDBQAF,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)c[nH]c3n2)cc1,CHEMBL1910892,5.955852379121277,5.955852379121277,0.3827284
AZTMYWWWILJAKW,N#Cc1ncc2nc1OCCCCOc1cc(NCc3cncs3)c(Cl)cc1NC(=O)N2,CHEMBL248757,5.95116991347165,5.95116991347165,0.0028425623
NVMYFKIVNIJBJT,COC(=O)C(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1,CHEMBL247388,5.950781977329818,5.950781977329818,0.17421746
MMADONAZXAJFKA,Cc1ccc(C(=O)NCC2CCCCC2)cc1C(=O)Nc1ccc(N)nc1,CHEMBL488833,5.928117992693875,5.928117992693875,0.9851952
CPRASSMXAHKLHY,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c12,CHEMBL282444,5.887345359137068,5.887345359137068,0.48779145
LVPQPNLLAWYWCR,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn(CCCCC4CN(CCCCC(=O)Nc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)N=N4)c4ncnc(N)c34)cc2)no1,,5.899974269892137,5.899974269892137,0.9451282
VUZHFVNCCBPHDB,CNc1cncc(-c2c[nH]c(=O)c(NC(=O)c3ccc(N4CCC[C@H]4CN4CCCC4)cc3)c2)c1,CHEMBL1765782,5.886056647693163,5.886056647693163,0.9056947
VOFMQYIALBSDFI,COc1cc(-c2cnc3c(N4C[C@@H](C)O[C@@H](C)C4)snc3c2)ccc1N,,5.886056647693163,5.886056647693163,0.96801347
CGDYRZUPKPBLND,Cn1cc(-c2ccc3c(Nc4cccc(NC(=O)Nc5cccc(F)c5)c4)ncnc3c2)cn1,,5.883392256011752,5.883392256011752,0.9674045
LUDYAJUKWRBWIO,COc1ccc(-c2c[nH]c3ncc(-c4ccccc4N)cc23)cc1OC,CHEMBL3319450,5.876148359032914,5.876148359032914,0.6505051
YLQMVIRZBOJBCV,CC(C)(C)c1cc(NC(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1,CHEMBL597592,5.872895201635193,5.872895201635193,0.905692
DNPMSTITUCICNO,Cc1ccccc1NC(=O)NCc1ccc(-c2[nH]nc3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)s1,CHEMBL425615,5.857923538926715,5.857923538926715,0.07741
SMNARJDSYVNNAR,CC(C)(C)OC(=O)N1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCCOCc5ccccc5)ccc34)cc2)CC1,,5.856360764725457,5.856360764725457,0.57301795
FWAKGUVZUVZGNE,c1ccc(-c2ccc(Nc3nnc(Cc4ccncc4)c4ccccc34)cc2)cc1,,5.853871964321762,5.853871964321762,0.19651634
AOIKRKKEVGZPLK,COc1cc2nn([C@H]3CC[C@H](N(C)C(=O)[C@@H](C)O)CC3)cc2cc1C(=O)Nc1cccn(-c2cn(C)nn2)c1=O,,5.853871964321762,5.853871964321762,0.38386247
ACDGTLDYEHTTKZ,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCCOCc5ccccc5F)ccc34)cc2)CC1,,5.8523236757589014,5.8523236757589014,0.7382021
AMJCVYCYAYKTTP,Cc1n[nH]c2nccc(-c3ccc(NC(=O)NC(C)(C)C)cc3)c12,CHEMBL4066145,5.84893674664625,5.84893674664625,0.29844782
APRFPNOEGHQIFN,Nc1cccc(-c2cnc3[nH]cc(-c4ccccc4N)c3c2)c1,CHEMBL3319459,5.847711655616943,5.847711655616943,0.71209
NZHANKJSPAJGFW,CNC(=O)c1cc(F)c(F)c(-c2cnc3cc(-c4cnn(C)c4)c(O[C@H]4CCOC4)nn23)c1,,5.838931614528826,5.838931614528826,0.5504642
ASLOBMSYWWVZKE,NC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@H](N)CC3)n2)cc1,,5.6995742965721305,5.6995742965721305,0.7338101
RIMRVERSFDYITK,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)cc(N3CCNCC3)c2)cn1,,5.826813731587726,5.826813731587726,0.61230665
NYVPWRKNAAFYQA,CN1CCN(Cc2cc(NC(=O)c3ccc(Cl)c(C#Cc4cnc5ccnn5c4)c3)cc(C(F)(F)F)c2)CC1,CHEMBL2336016,5.823908740944319,5.823908740944319,0.43735123
ZJKIGHOTHYACFW,CC(C)(N)CNc1nn2c(-c3ccc(F)cc3F)cnc2s1,,5.823908740944319,5.823908740944319,0.025051514
VSCXORSONCMKGO,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCC#Cc5ccccc5)ccc34)cc2)CC1,,5.822463500070138,5.822463500070138,0.83384347
WIVJEMFJDXIPRD,Cc1ccc(C(=O)Nc2ccc(NC(=O)/C=C/CN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,,5.805208242278075,5.805208242278075,0.9310839
MYMOMVBHZSIFSG,COCC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1,CHEMBL442273,5.801342913045577,5.801342913045577,0.22595538
ZHJGWYRLJUCMRT,C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,CHEMBL1908394,5.469273760456403,5.0,0.06861277
YQMUMVPJUCSKMU,Cc1nc2[nH]cc(Cc3ccc(NCc4ccc(C(F)(F)F)nc4)nc3)c2c(C)c1O,,5.787812395596042,5.787812395596042,0.9790341
GUXJNJORIXUBRE,CNC(=O)c1cc(C)c(F)c(-c2cnc3cc(-c4cnn(C)c4)c(O[C@H]4CCOC4)nn23)c1,,5.780677491580663,5.780677491580663,0.6168732
XKMZLNMFPLJPKF,OCCNCc1cccc2c1Cc1c-2n[nH]c1-c1ccsc1,CHEMBL246546,5.777283528852417,5.777283528852417,0.07617518
IKENQUDOTQBCJH,CCc1ccc2c(c1)c(=O)c(C(=O)Nc1ccc(Oc3ncnc4cc(OC)c(OC)cc34)c(F)c1)c(C)n2C,,5.776504059037605,5.776504059037605,0.86152583
COCOCJPHLBMIPY,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccc(-c2cccs2)c1,CHEMBL4064012,5.774690718274137,5.774690718274137,0.9695218
WLFWTWXIVBODGW,CC(C)c1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1cccc(-c2cnc3cnccn23)c1,,5.773142429711276,5.773142429711276,0.18548083
GYWNOAVEKDTRBQ,Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3ccccc3F)c2n(C)c1=O,CHEMBL1092013,5.769551078621726,5.769551078621726,0.254607
CXNXNSYZZDJASK,CCN1CCN(c2ccc(-c3nn(CC4CCCC4)c4nc(NC)ncc34)cn2)CC1,,5.7447274948966935,5.7447274948966935,0.008172095
RMRTXLQZCLZOKS,N[C@H]1CC[C@@H](Nc2nc(Nc3ccc4c(=O)[nH]ccc4c3)ncc2C(F)(F)F)CC1,,5.742561433140186,5.742561433140186,0.84238213
DODKSSCBRFFWJZ,Cc1ccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)cc1,CHEMBL4088552,5.737311655698304,5.737311655698304,0.70185894
LHDKPFSHXFFALR,CC(C)(O)CC(=O)N1CCc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2C1,,5.727230413448241,5.727230413448241,0.16330789
QGAMUVOPYWEQSU,CCN(CC)CCCNc1nccc2c(C)c3[nH]c4ncccc4c3cc12,CHEMBL197610,5.679759281514789,5.679759281514789,0.047707703
